Destination ,Year,Export,Type
Romania,2002,4.6011,Coffee
Romania,2003,5.2595,Coffee
Romania,2004,4.1602,Coffee
Romania,2005,6.7815,Coffee
Romania,2006,9.3683,Coffee
Romania,2007,6.897,Coffee
Romania,2008,8.5114,Coffee
Romania,2009,6.5775,Coffee
Romania,2010,3.3956,Coffee
Romania,2011,3.1199,Coffee
Romania,2012,2.8667,Coffee
Romania,2013,0.9875,Coffee
Romania,2014,0.812,Coffee
Romania,2015,0.8942,Coffee
Romania,2016,0.5386,Coffee
Romania,2017,2.1166,Coffee
Romania,2018,2.0557,Coffee
Georgia,2000,2.4736,Coffee
Georgia,2001,1.1969,Coffee
Georgia,2002,2.362,Coffee
Georgia,2003,2.9959,Coffee
Georgia,2004,3.1666,Coffee
Georgia,2005,6.332,Coffee
Georgia,2006,10.9196,Coffee
Georgia,2007,10.1904,Coffee
Georgia,2008,18.2422,Coffee
Georgia,2009,16.0209,Coffee
Georgia,2010,13.6509,Coffee
Georgia,2011,15.2533,Coffee
Georgia,2012,19.3234,Coffee
Georgia,2013,22.8456,Coffee
Georgia,2014,20.3683,Coffee
Georgia,2015,22.0434,Coffee
Georgia,2016,20.9802,Coffee
Georgia,2017,24.7571,Coffee
Georgia,2018,20.0492,Coffee
Belgium and Luxembourg,2000,4.5065,Coffee
Belgium and Luxembourg,2001,3.3858,Coffee
Belgium and Luxembourg,2002,4.5146,Coffee
Belgium and Luxembourg,2003,3.4469,Coffee
Belgium and Luxembourg,2004,6.152,Coffee
Belgium and Luxembourg,2005,13.6092,Coffee
Belgium and Luxembourg,2006,7.3904,Coffee
Belgium and Luxembourg,2007,8.8791,Coffee
Belgium and Luxembourg,2008,70.2101,Coffee
Belgium and Luxembourg,2009,48.1808,Coffee
Belgium and Luxembourg,2010,30.4924,Coffee
Belgium and Luxembourg,2011,49.2549,Coffee
Belgium and Luxembourg,2012,38.6313,Coffee
Belgium and Luxembourg,2013,45.3572,Coffee
Belgium and Luxembourg,2014,32.6297,Coffee
Belgium and Luxembourg,2015,15.6734,Coffee
Belgium and Luxembourg,2016,28.8219,Coffee
Belgium and Luxembourg,2017,31.538,Coffee
Belgium and Luxembourg,2018,23.7296,Coffee
Netherland,2000,3.9166,Coffee
Netherland,2001,2.7195,Coffee
Netherland,2002,2.9191,Coffee
Netherland,2003,3.6995,Coffee
Netherland,2004,2.5092,Coffee
Netherland,2005,3.567,Coffee
Netherland,2006,4.1137,Coffee
Netherland,2007,2.82,Coffee
Netherland,2008,4.8834,Coffee
Netherland,2009,6.8105,Coffee
Netherland,2010,5.415,Coffee
Netherland,2011,4.9382,Coffee
Netherland,2012,6.3999,Coffee
Netherland,2013,5.2308,Coffee
Netherland,2014,6.1519,Coffee
Netherland,2015,10.2623,Coffee
Netherland,2016,16.2165,Coffee
Netherland,2017,9.2362,Coffee
Netherland,2018,6.7669,Coffee
Denmark,2000,1.2236,Coffee
Denmark,2001,1.1816,Coffee
Denmark,2002,1.0539,Coffee
Denmark,2003,0.9861,Coffee
Denmark,2004,1.1526,Coffee
Denmark,2005,0.8552,Coffee
Denmark,2006,0.9023,Coffee
Denmark,2007,1.3866,Coffee
Denmark,2008,0.9412,Coffee
Denmark,2009,1.116,Coffee
Denmark,2010,1.5196,Coffee
Denmark,2011,0.743,Coffee
Denmark,2012,0.9048,Coffee
Denmark,2013,0.7809,Coffee
Denmark,2014,0.9831,Coffee
Denmark,2015,0.6878,Coffee
Denmark,2016,0.7126,Coffee
Denmark,2017,0.2373,Coffee
Denmark,2018,0.2595,Coffee
France,2000,1.9494,Coffee
France,2001,0.1414,Coffee
France,2002,1.6775,Coffee
France,2003,1.2057,Coffee
France,2004,1.6075,Coffee
France,2005,3.4539,Coffee
France,2006,2.2458,Coffee
France,2007,4.9896,Coffee
France,2008,11.8396,Coffee
France,2009,12.4158,Coffee
France,2010,9.0478,Coffee
France,2011,8.8705,Coffee
France,2012,17.1428,Coffee
France,2013,21.5145,Coffee
France,2014,12.4473,Coffee
France,2015,23.7416,Coffee
France,2016,14.4926,Coffee
France,2017,5.6791,Coffee
France,2018,1.3415,Coffee
Others,2000,78.675,Coffee
Others,2001,31.5076,Coffee
Others,2002,38.9774,Coffee
Others,2003,44.8408,Coffee
Others,2004,35.5613,Coffee
Others,2005,72.1355,Coffee
Others,2006,83.4034,Coffee
Others,2007,109.9529,Coffee
Others,2008,162.8243,Coffee
Others,2009,169.7934,Coffee
Others,2010,156.7579,Coffee
Others,2011,184.6635,Coffee
Others,2012,238.9742,Coffee
Others,2013,285.0922,Coffee
Others,2014,203.3078,Coffee
Others,2015,292.8838,Coffee
Others,2016,188.6437,Coffee
Others,2017,296.047,Coffee
Others,2018,111.4024,Coffee
United States,2012,1808.9,Crumb Rubber
United States,2013,1540.3,Crumb Rubber
United States,2014,1060.9,Crumb Rubber
United States,2015,861.3,Crumb Rubber
United States,2016,729.2,Crumb Rubber
United States,2017,980.4,Crumb Rubber
United States,2018,831.7,Crumb Rubber
Japan,2012,1238.8,Crumb Rubber
Japan,2013,1072.2,Crumb Rubber
Japan,2014,715.9,Crumb Rubber
Japan,2015,590.3,Crumb Rubber
Japan,2016,538.2,Crumb Rubber
Japan,2017,766.8,Crumb Rubber
Japan,2018,659.4,Crumb Rubber
China,2012,1379.2,Crumb Rubber
China,2013,1278.8,Crumb Rubber
China,2014,664.4,Crumb Rubber
China,2015,393.3,Crumb Rubber
China,2016,387.3,Crumb Rubber
China,2017,740.6,Crumb Rubber
China,2018,341.2,Crumb Rubber
India,2012,310.1,Crumb Rubber
India,2013,334.1,Crumb Rubber
India,2014,323,Crumb Rubber
India,2015,257.2,Crumb Rubber
India,2016,274.8,Crumb Rubber
India,2017,416.7,Crumb Rubber
India,2018,404.2,Crumb Rubber
"Korea, Republic of",2012,454.7,Crumb Rubber
"Korea, Republic of",2013,377,Crumb Rubber
"Korea, Republic of",2014,284.4,Crumb Rubber
"Korea, Republic of",2015,257.5,Crumb Rubber
"Korea, Republic of",2016,232.3,Crumb Rubber
"Korea, Republic of",2017,327.4,Crumb Rubber
"Korea, Republic of",2018,263.9,Crumb Rubber
Brazil,2012,221,Crumb Rubber
Brazil,2013,220.4,Crumb Rubber
Brazil,2014,183.1,Crumb Rubber
Brazil,2015,132.2,Crumb Rubber
Brazil,2016,125.7,Crumb Rubber
Brazil,2017,163,Crumb Rubber
Brazil,2018,131.7,Crumb Rubber
Canada,2012,246.3,Crumb Rubber
Canada,2013,183.9,Crumb Rubber
Canada,2014,133,Crumb Rubber
Canada,2015,108.4,Crumb Rubber
Canada,2016,94.9,Crumb Rubber
Canada,2017,151.1,Crumb Rubber
Canada,2018,124.3,Crumb Rubber
Germany,2012,186.6,Crumb Rubber
Germany,2013,177.3,Crumb Rubber
Germany,2014,130.9,Crumb Rubber
Germany,2015,96.1,Crumb Rubber
Germany,2016,88.3,Crumb Rubber
Germany,2017,123.5,Crumb Rubber
Germany,2018,97.9,Crumb Rubber
Belgia,2012,117.4,Crumb Rubber
Belgia,2013,140.3,Crumb Rubber
Belgia,2014,101.2,Crumb Rubber
Belgia,2015,86.8,Crumb Rubber
Belgia,2016,87.8,Crumb Rubber
Belgia,2017,86.4,Crumb Rubber
Belgia,2018,64.4,Crumb Rubber
Turkey,2012,157.7,Crumb Rubber
Turkey,2013,167.2,Crumb Rubber
Turkey,2014,126.9,Crumb Rubber
Turkey,2015,93.9,Crumb Rubber
Turkey,2016,83.3,Crumb Rubber
Turkey,2017,149.5,Crumb Rubber
Turkey,2018,129.4,Crumb Rubber
Others,2012,1506,Crumb Rubber
Others,2013,1215.4,Crumb Rubber
Others,2014,871.4,Crumb Rubber
Others,2015,687.1,Crumb Rubber
Others,2016,601.2,Crumb Rubber
Others,2017,1052.9,Crumb Rubber
Others,2018,788.6,Crumb Rubber
Pakistan ,2012,63.047548,"Drug Plants, Aromatic, Spices"
Pakistan ,2013,70.5837,"Drug Plants, Aromatic, Spices"
Pakistan ,2014,109.051,"Drug Plants, Aromatic, Spices"
Pakistan ,2015,104.4353,"Drug Plants, Aromatic, Spices"
Pakistan ,2016,137.2626,"Drug Plants, Aromatic, Spices"
Pakistan ,2017,120.4207,"Drug Plants, Aromatic, Spices"
Pakistan ,2018,5.6758,"Drug Plants, Aromatic, Spices"
Thailand,2012,3.93655,"Drug Plants, Aromatic, Spices"
Thailand,2013,4.2782,"Drug Plants, Aromatic, Spices"
Thailand,2014,10.0427,"Drug Plants, Aromatic, Spices"
Thailand,2015,81.9415,"Drug Plants, Aromatic, Spices"
Thailand,2016,83.5183,"Drug Plants, Aromatic, Spices"
Thailand,2017,101.0929,"Drug Plants, Aromatic, Spices"
Thailand,2018,131.7115,"Drug Plants, Aromatic, Spices"
United States,2012,21.530317,"Drug Plants, Aromatic, Spices"
United States,2013,20.1078,"Drug Plants, Aromatic, Spices"
United States,2014,19.8398,"Drug Plants, Aromatic, Spices"
United States,2015,28.7438,"Drug Plants, Aromatic, Spices"
United States,2016,59.4091,"Drug Plants, Aromatic, Spices"
United States,2017,68.5166,"Drug Plants, Aromatic, Spices"
United States,2018,80.6743,"Drug Plants, Aromatic, Spices"
India ,2012,19.066998,"Drug Plants, Aromatic, Spices"
India ,2013,38.8615,"Drug Plants, Aromatic, Spices"
India ,2014,47.7019,"Drug Plants, Aromatic, Spices"
India ,2015,61.2857,"Drug Plants, Aromatic, Spices"
India ,2016,50.7696,"Drug Plants, Aromatic, Spices"
India ,2017,84.372,"Drug Plants, Aromatic, Spices"
India ,2018,77.712,"Drug Plants, Aromatic, Spices"
Vietnam,2012,35.060665,"Drug Plants, Aromatic, Spices"
Vietnam,2013,36.2126,"Drug Plants, Aromatic, Spices"
Vietnam,2014,34.7344,"Drug Plants, Aromatic, Spices"
Vietnam,2015,32.1772,"Drug Plants, Aromatic, Spices"
Vietnam,2016,28.1707,"Drug Plants, Aromatic, Spices"
Vietnam,2017,47.5992,"Drug Plants, Aromatic, Spices"
Vietnam,2018,57.5171,"Drug Plants, Aromatic, Spices"
Singapore,2012,30.060988,"Drug Plants, Aromatic, Spices"
Singapore,2013,18.666,"Drug Plants, Aromatic, Spices"
Singapore,2014,27.1147,"Drug Plants, Aromatic, Spices"
Singapore,2015,27.4421,"Drug Plants, Aromatic, Spices"
Singapore,2016,19.8887,"Drug Plants, Aromatic, Spices"
Singapore,2017,21.4146,"Drug Plants, Aromatic, Spices"
Singapore,2018,15.0258,"Drug Plants, Aromatic, Spices"
Netherlands,2012,16.655764,"Drug Plants, Aromatic, Spices"
Netherlands,2013,16.8623,"Drug Plants, Aromatic, Spices"
Netherlands,2014,16.7709,"Drug Plants, Aromatic, Spices"
Netherlands,2015,14.3131,"Drug Plants, Aromatic, Spices"
Netherlands,2016,12.5073,"Drug Plants, Aromatic, Spices"
Netherlands,2017,14.675,"Drug Plants, Aromatic, Spices"
Netherlands,2018,12.2781,"Drug Plants, Aromatic, Spices"
China,2012,20.353258,"Drug Plants, Aromatic, Spices"
China,2013,16.7508,"Drug Plants, Aromatic, Spices"
China,2014,18.5273,"Drug Plants, Aromatic, Spices"
China,2015,5.1687,"Drug Plants, Aromatic, Spices"
China,2016,11.7732,"Drug Plants, Aromatic, Spices"
China,2017,5.1984,"Drug Plants, Aromatic, Spices"
China,2018,4.8155,"Drug Plants, Aromatic, Spices"
Bangladesh ,2012,27.041583,"Drug Plants, Aromatic, Spices"
Bangladesh ,2013,46.0631,"Drug Plants, Aromatic, Spices"
Bangladesh ,2014,82.6355,"Drug Plants, Aromatic, Spices"
Bangladesh ,2015,37.2056,"Drug Plants, Aromatic, Spices"
Bangladesh ,2016,9.2617,"Drug Plants, Aromatic, Spices"
Bangladesh ,2017,21.2899,"Drug Plants, Aromatic, Spices"
Bangladesh ,2018,9.4859,"Drug Plants, Aromatic, Spices"
Germany,2012,6.432424,"Drug Plants, Aromatic, Spices"
Germany,2013,8.6886,"Drug Plants, Aromatic, Spices"
Germany,2014,10.0599,"Drug Plants, Aromatic, Spices"
Germany,2015,7.4073,"Drug Plants, Aromatic, Spices"
Germany,2016,9.1197,"Drug Plants, Aromatic, Spices"
Germany,2017,12.0362,"Drug Plants, Aromatic, Spices"
Germany,2018,13.8089,"Drug Plants, Aromatic, Spices"
Others,2012,56.593525,"Drug Plants, Aromatic, Spices"
Others,2013,65.2723,"Drug Plants, Aromatic, Spices"
Others,2014,115.8019,"Drug Plants, Aromatic, Spices"
Others,2015,116.2435,"Drug Plants, Aromatic, Spices"
Others,2016,85.1266,"Drug Plants, Aromatic, Spices"
Others,2017,130.0424,"Drug Plants, Aromatic, Spices"
Others,2018,192.5252,"Drug Plants, Aromatic, Spices"
Japan,2012,939.8775,Electrical Equipment
Japan,2013,922.608,Electrical Equipment
Japan,2014,939.9667,Electrical Equipment
Japan,2015,864.6205,Electrical Equipment
Japan,2016,908.8016,Electrical Equipment
Japan,2017,1082.5183,Electrical Equipment
Japan,2018,1301.2886,Electrical Equipment
Singapore,2012,1171.0021,Electrical Equipment
Singapore,2013,1017.9888,Electrical Equipment
Singapore,2014,1001.2498,Electrical Equipment
Singapore,2015,746.5777,Electrical Equipment
Singapore,2016,805.0504,Electrical Equipment
Singapore,2017,715.2855,Electrical Equipment
Singapore,2018,579.008,Electrical Equipment
United States,2012,460.6427,Electrical Equipment
United States,2013,508.8782,Electrical Equipment
United States,2014,578.8466,Electrical Equipment
United States,2015,519.5787,Electrical Equipment
United States,2016,526.0135,Electrical Equipment
United States,2017,518.1115,Electrical Equipment
United States,2018,498.593,Electrical Equipment
Thailand,2012,275.9679,Electrical Equipment
Thailand,2013,285.1122,Electrical Equipment
Thailand,2014,292.8031,Electrical Equipment
Thailand,2015,253.3763,Electrical Equipment
Thailand,2016,241.0608,Electrical Equipment
Thailand,2017,282.0617,Electrical Equipment
Thailand,2018,269.1828,Electrical Equipment
France,2012,190.1521,Electrical Equipment
France,2013,229.5571,Electrical Equipment
France,2014,225.1257,Electrical Equipment
France,2015,246.4927,Electrical Equipment
France,2016,230.9645,Electrical Equipment
France,2017,265.5741,Electrical Equipment
France,2018,270.8276,Electrical Equipment
Malaysia,2012,227.844,Electrical Equipment
Malaysia,2013,220.0666,Electrical Equipment
Malaysia,2014,168.413,Electrical Equipment
Malaysia,2015,178.0301,Electrical Equipment
Malaysia,2016,201.0085,Electrical Equipment
Malaysia,2017,194.916,Electrical Equipment
Malaysia,2018,159.425,Electrical Equipment
China,2012,115.1595,Electrical Equipment
China,2013,170.2571,Electrical Equipment
China,2014,158.6266,Electrical Equipment
China,2015,190.3672,Electrical Equipment
China,2016,167.0177,Electrical Equipment
China,2017,208.7405,Electrical Equipment
China,2018,172.0446,Electrical Equipment
Hong Kong,2012,141.1291,Electrical Equipment
Hong Kong,2013,155.9594,Electrical Equipment
Hong Kong,2014,126.4436,Electrical Equipment
Hong Kong,2015,138.8356,Electrical Equipment
Hong Kong,2016,132.4055,Electrical Equipment
Hong Kong,2017,152.8446,Electrical Equipment
Hong Kong,2018,139.91,Electrical Equipment
Philippines,2012,113.5056,Electrical Equipment
Philippines,2013,119.0355,Electrical Equipment
Philippines,2014,131.7199,Electrical Equipment
Philippines,2015,104.6811,Electrical Equipment
Philippines,2016,112.9667,Electrical Equipment
Philippines,2017,123.7647,Electrical Equipment
Philippines,2018,134.7481,Electrical Equipment
"Korea, Republic of",2012,108.0199,Electrical Equipment
"Korea, Republic of",2013,108.4803,Electrical Equipment
"Korea, Republic of",2014,108.1715,Electrical Equipment
"Korea, Republic of",2015,105.875,Electrical Equipment
"Korea, Republic of",2016,112.1984,Electrical Equipment
"Korea, Republic of",2017,176.7016,Electrical Equipment
"Korea, Republic of",2018,207.007,Electrical Equipment
Others,2012,1169.8568,Electrical Equipment
Others,2013,1366.2658,Electrical Equipment
Others,2014,1281.7053,Electrical Equipment
Others,2015,1161.9504,Electrical Equipment
Others,2016,1128.2061,Electrical Equipment
Others,2017,1246.836,Electrical Equipment
Others,2018,1338.9321,Electrical Equipment
Philippines,2012,362.4,4-Wheel Motor Vehicle and more
Philippines,2013,379.6,4-Wheel Motor Vehicle and more
Philippines,2014,573.2,4-Wheel Motor Vehicle and more
Philippines,2015,526.4,4-Wheel Motor Vehicle and more
Philippines,2016,1130.8,4-Wheel Motor Vehicle and more
Philippines,2017,1277.8,4-Wheel Motor Vehicle and more
Philippines,2018,1192.5,4-Wheel Motor Vehicle and more
Saudi Arabia,2012,596.8,4-Wheel Motor Vehicle and more
Saudi Arabia,2013,630,4-Wheel Motor Vehicle and more
Saudi Arabia,2014,740.2,4-Wheel Motor Vehicle and more
Saudi Arabia,2015,888.6,4-Wheel Motor Vehicle and more
Saudi Arabia,2016,447.9,4-Wheel Motor Vehicle and more
Saudi Arabia,2017,494.1,4-Wheel Motor Vehicle and more
Saudi Arabia,2018,373.5,4-Wheel Motor Vehicle and more
Thailand ,2012,475.5,4-Wheel Motor Vehicle and more
Thailand ,2013,415.6,4-Wheel Motor Vehicle and more
Thailand ,2014,385.2,4-Wheel Motor Vehicle and more
Thailand ,2015,191.3,4-Wheel Motor Vehicle and more
Thailand ,2016,252.3,4-Wheel Motor Vehicle and more
Thailand ,2017,265.7,4-Wheel Motor Vehicle and more
Thailand ,2018,307.7,4-Wheel Motor Vehicle and more
Japan,2012,198.4,4-Wheel Motor Vehicle and more
Japan,2013,184.5,4-Wheel Motor Vehicle and more
Japan,2014,167.4,4-Wheel Motor Vehicle and more
Japan,2015,150.7,4-Wheel Motor Vehicle and more
Japan,2016,150,4-Wheel Motor Vehicle and more
Japan,2017,175.5,4-Wheel Motor Vehicle and more
Japan,2018,188,4-Wheel Motor Vehicle and more
Malaysia ,2012,182.9,4-Wheel Motor Vehicle and more
Malaysia ,2013,111.6,4-Wheel Motor Vehicle and more
Malaysia ,2014,83.7,4-Wheel Motor Vehicle and more
Malaysia ,2015,74,4-Wheel Motor Vehicle and more
Malaysia ,2016,121.7,4-Wheel Motor Vehicle and more
Malaysia ,2017,171.6,4-Wheel Motor Vehicle and more
Malaysia ,2018,151.9,4-Wheel Motor Vehicle and more
Vietnam ,2012,17.8,4-Wheel Motor Vehicle and more
Vietnam ,2013,32.8,4-Wheel Motor Vehicle and more
Vietnam ,2014,31.8,4-Wheel Motor Vehicle and more
Vietnam ,2015,50.6,4-Wheel Motor Vehicle and more
Vietnam ,2016,102.1,4-Wheel Motor Vehicle and more
Vietnam ,2017,297,4-Wheel Motor Vehicle and more
Vietnam ,2018,336.4,4-Wheel Motor Vehicle and more
Mexico,2012,53.6,4-Wheel Motor Vehicle and more
Mexico,2013,50,4-Wheel Motor Vehicle and more
Mexico,2014,72.7,4-Wheel Motor Vehicle and more
Mexico,2015,77.4,4-Wheel Motor Vehicle and more
Mexico,2016,82.7,4-Wheel Motor Vehicle and more
Mexico,2017,110.3,4-Wheel Motor Vehicle and more
Mexico,2018,89.4,4-Wheel Motor Vehicle and more
United Arab Emirates,2012,123.5,4-Wheel Motor Vehicle and more
United Arab Emirates,2013,165.9,4-Wheel Motor Vehicle and more
United Arab Emirates,2014,191.7,4-Wheel Motor Vehicle and more
United Arab Emirates,2015,212.8,4-Wheel Motor Vehicle and more
United Arab Emirates,2016,69.8,4-Wheel Motor Vehicle and more
United Arab Emirates,2017,126.5,4-Wheel Motor Vehicle and more
United Arab Emirates,2018,138,4-Wheel Motor Vehicle and more
South Africa,2012,93.2,4-Wheel Motor Vehicle and more
South Africa,2013,91.6,4-Wheel Motor Vehicle and more
South Africa,2014,67,4-Wheel Motor Vehicle and more
South Africa,2015,59,4-Wheel Motor Vehicle and more
South Africa,2016,51.6,4-Wheel Motor Vehicle and more
South Africa,2017,61.6,4-Wheel Motor Vehicle and more
South Africa,2018,106.9,4-Wheel Motor Vehicle and more
Kuwait ,2012,36,4-Wheel Motor Vehicle and more
Kuwait ,2013,49.2,4-Wheel Motor Vehicle and more
Kuwait ,2014,59.5,4-Wheel Motor Vehicle and more
Kuwait ,2015,60.5,4-Wheel Motor Vehicle and more
Kuwait ,2016,51.1,4-Wheel Motor Vehicle and more
Kuwait ,2017,31.4,4-Wheel Motor Vehicle and more
Kuwait ,2018,42,4-Wheel Motor Vehicle and more
Others,2012,411.4,4-Wheel Motor Vehicle and more
Others,2013,388.6,4-Wheel Motor Vehicle and more
Others,2014,551.5,4-Wheel Motor Vehicle and more
Others,2015,407.3,4-Wheel Motor Vehicle and more
Others,2016,434.2,4-Wheel Motor Vehicle and more
Others,2017,513.9,4-Wheel Motor Vehicle and more
Others,2018,789.4,4-Wheel Motor Vehicle and more
Japan,2012,89.5471,Fresh Chilled Fish
Japan,2013,69.2516,Fresh Chilled Fish
Japan,2014,59.478,Fresh Chilled Fish
Japan,2015,34.1441,Fresh Chilled Fish
Japan,2016,32.9786,Fresh Chilled Fish
Japan,2017,24.9785,Fresh Chilled Fish
Japan,2018,16.3641,Fresh Chilled Fish
Malaysia,2012,34.1212,Fresh Chilled Fish
Malaysia,2013,35.821,Fresh Chilled Fish
Malaysia,2014,34.9683,Fresh Chilled Fish
Malaysia,2015,65.1044,Fresh Chilled Fish
Malaysia,2016,31.851,Fresh Chilled Fish
Malaysia,2017,30.7456,Fresh Chilled Fish
Malaysia,2018,35.0319,Fresh Chilled Fish
Singapore,2012,29.3185,Fresh Chilled Fish
Singapore,2013,33.4074,Fresh Chilled Fish
Singapore,2014,32.2243,Fresh Chilled Fish
Singapore,2015,47.3547,Fresh Chilled Fish
Singapore,2016,29.5696,Fresh Chilled Fish
Singapore,2017,26.2914,Fresh Chilled Fish
Singapore,2018,27.8626,Fresh Chilled Fish
United States,2012,6.2,Fresh Chilled Fish
United States,2013,3.1985,Fresh Chilled Fish
United States,2014,3.3557,Fresh Chilled Fish
United States,2015,5.0882,Fresh Chilled Fish
United States,2016,6.5674,Fresh Chilled Fish
United States,2017,2.9264,Fresh Chilled Fish
United States,2018,2.5207,Fresh Chilled Fish
Taiwan,2012,8.7027,Fresh Chilled Fish
Taiwan,2013,8.5871,Fresh Chilled Fish
Taiwan,2014,7.7753,Fresh Chilled Fish
Taiwan,2015,6.7374,Fresh Chilled Fish
Taiwan,2016,6.2936,Fresh Chilled Fish
Taiwan,2017,5.7598,Fresh Chilled Fish
Taiwan,2018,5.6148,Fresh Chilled Fish
Saudi Arabia,2012,0.0127,Fresh Chilled Fish
Saudi Arabia,2013,0.1364,Fresh Chilled Fish
Saudi Arabia,2014,0.3527,Fresh Chilled Fish
Saudi Arabia,2015,2.0867,Fresh Chilled Fish
Saudi Arabia,2016,4.7665,Fresh Chilled Fish
Saudi Arabia,2017,3.2779,Fresh Chilled Fish
Saudi Arabia,2018,2.82,Fresh Chilled Fish
Hong Kong,2012,4.4229,Fresh Chilled Fish
Hong Kong,2013,4.3399,Fresh Chilled Fish
Hong Kong,2014,3.45,Fresh Chilled Fish
Hong Kong,2015,3.2037,Fresh Chilled Fish
Hong Kong,2016,4.401,Fresh Chilled Fish
Hong Kong,2017,6.2341,Fresh Chilled Fish
Hong Kong,2018,7.3422,Fresh Chilled Fish
China,2012,7.6126,Fresh Chilled Fish
China,2013,4.9754,Fresh Chilled Fish
China,2014,2.4213,Fresh Chilled Fish
China,2015,1.1486,Fresh Chilled Fish
China,2016,3.8027,Fresh Chilled Fish
China,2017,2.741,Fresh Chilled Fish
China,2018,4.2384,Fresh Chilled Fish
Australia,2012,2.2006,Fresh Chilled Fish
Australia,2013,4.0083,Fresh Chilled Fish
Australia,2014,2.5505,Fresh Chilled Fish
Australia,2015,3.213,Fresh Chilled Fish
Australia,2016,3.4515,Fresh Chilled Fish
Australia,2017,3.3004,Fresh Chilled Fish
Australia,2018,2.2369,Fresh Chilled Fish
United Arab Emirates ,2012,0.6471,Fresh Chilled Fish
United Arab Emirates ,2013,0.3206,Fresh Chilled Fish
United Arab Emirates ,2014,0.493,Fresh Chilled Fish
United Arab Emirates ,2015,1.074,Fresh Chilled Fish
United Arab Emirates ,2016,2.2719,Fresh Chilled Fish
United Arab Emirates ,2017,4.0348,Fresh Chilled Fish
United Arab Emirates ,2018,1.0355,Fresh Chilled Fish
Others,2012,22.928,Fresh Chilled Fish
Others,2013,14.877,Fresh Chilled Fish
Others,2014,2.5453,Fresh Chilled Fish
Others,2015,2.5919,Fresh Chilled Fish
Others,2016,2.0035,Fresh Chilled Fish
Others,2017,1.5933,Fresh Chilled Fish
Others,2018,0.732,Fresh Chilled Fish
United States,2012,3202.6,Garment (Convection of Textile
