Origin,Year,Import,Type
Pakistan,2010,0.7608,Fruits
Pakistan,2011,6.243,Fruits
Pakistan,2012,7.1143,Fruits
Pakistan,2013,3.2102,Fruits
Pakistan,2014,19.3146,Fruits
Pakistan,2015,23.0257,Fruits
Pakistan,2016,29.1925,Fruits
Pakistan,2017,59.0078,Fruits
Peru,2010,3.1239,Fruits
Peru,2011,9.8026,Fruits
Peru,2012,15.2085,Fruits
Peru,2013,5.7851,Fruits
Peru,2014,23.1583,Fruits
Peru,2015,20.5654,Fruits
Peru,2016,29.1663,Fruits
Peru,2017,36.6895,Fruits
New Zealand,2010,6.1935,Fruits
New Zealand,2011,9.8863,Fruits
New Zealand,2012,11.4033,Fruits
New Zealand,2013,13.9304,Fruits
New Zealand,2014,12.8711,Fruits
New Zealand,2015,15.9023,Fruits
New Zealand,2016,20.4411,Fruits
New Zealand,2017,24.0732,Fruits
Viet Nam,2010,10.3496,Fruits
Viet Nam,2011,22.2302,Fruits
Viet Nam,2012,16.4652,Fruits
Viet Nam,2013,17.6083,Fruits
Viet Nam,2014,12.5273,Fruits
Viet Nam,2015,12.7333,Fruits
Viet Nam,2016,19.1729,Fruits
Viet Nam,2017,12.077,Fruits
South Africa,2010,11.6239,Fruits
South Africa,2011,19.5258,Fruits
South Africa,2012,18.9265,Fruits
South Africa,2013,8.8021,Fruits
South Africa,2014,14.8727,Fruits
South Africa,2015,11.4946,Fruits
South Africa,2016,16.428,Fruits
South Africa,2017,25.168,Fruits
Egypt,2010,6.3591,Fruits
Egypt,2011,10.0891,Fruits
Egypt,2012,11.9842,Fruits
Egypt,2013,9.3995,Fruits
Egypt,2014,14.1071,Fruits
Egypt,2015,10.9516,Fruits
Egypt,2016,10.7031,Fruits
Egypt,2017,21.5657,Fruits
Others,2010,49.8327,Fruits
Others,2011,78.4383,Fruits
Others,2012,69.8601,Fruits
Others,2013,52.4305,Fruits
Others,2014,62.2043,Fruits
Others,2015,46.7453,Fruits
Others,2016,61.149,Fruits
Others,2017,85.3977,Fruits
Australia,2010,945.5787,Grain & Meslin
Australia,2011,1389.4443,Grain & Meslin
Australia,2012,1482.2378,Grain & Meslin
Australia,2013,1387.3825,Grain & Meslin
Australia,2014,1265.747,Grain & Meslin
Australia,2015,1197.028,Grain & Meslin
Australia,2016,852.3259,Grain & Meslin
Australia,2017,1170.7207,Grain & Meslin
Canada,2010,251.285,Grain & Meslin
Canada,2011,447.6775,Grain & Meslin
Canada,2012,389.4636,Grain & Meslin
Canada,2013,546.0942,Grain & Meslin
Canada,2014,466.4904,Grain & Meslin
Canada,2015,533.7767,Grain & Meslin
Canada,2016,445.7577,Grain & Meslin
Canada,2017,485.3612,Grain & Meslin
Ukraine,2010,4.3643,Grain & Meslin
Ukraine,2011,0.9639,Grain & Meslin
Ukraine,2012,66.0272,Grain & Meslin
Ukraine,2013,86.7093,Grain & Meslin
Ukraine,2014,90.7329,Grain & Meslin
Ukraine,2015,144.0892,Grain & Meslin
Ukraine,2016,492.965,Grain & Meslin
Ukraine,2017,409.9897,Grain & Meslin
United States ,2010,196.1708,Grain & Meslin
United States ,2011,307.2264,Grain & Meslin
United States ,2012,256.3946,Grain & Meslin
United States ,2013,196.1891,Grain & Meslin
United States ,2014,340.3828,Grain & Meslin
United States ,2015,119.178,Grain & Meslin
United States ,2016,230.9326,Grain & Meslin
United States ,2017,277.1082,Grain & Meslin
Russia Federation,2010,18.2256,Grain & Meslin
Russia Federation,2011,1.602,Grain & Meslin
Russia Federation,2012,12.6112,Grain & Meslin
Russia Federation,2013,65.2154,Grain & Meslin
Russia Federation,2014,78.6043,Grain & Meslin
Russia Federation,2015,61.5429,Grain & Meslin
Russia Federation,2016,0.2161,Grain & Meslin
Russia Federation,2017,246.1629,Grain & Meslin
"Moldova, Republic Of",2010,0,Grain & Meslin
"Moldova, Republic Of",2011,0,Grain & Meslin
"Moldova, Republic Of",2012,0,Grain & Meslin
"Moldova, Republic Of",2013,6.5959,Grain & Meslin
"Moldova, Republic Of",2014,14.8414,Grain & Meslin
"Moldova, Republic Of",2015,18.2833,Grain & Meslin
"Moldova, Republic Of",2016,13.5104,Grain & Meslin
"Moldova, Republic Of",2017,13.2126,Grain & Meslin
Bulgaria,2010,0,Grain & Meslin
Bulgaria,2011,0,Grain & Meslin
Bulgaria,2012,0,Grain & Meslin
Bulgaria,2013,0,Grain & Meslin
Bulgaria,2014,4.5105,Grain & Meslin
Bulgaria,2015,5.3701,Grain & Meslin
Bulgaria,2016,25.9675,Grain & Meslin
Bulgaria,2017,0,Grain & Meslin
Uruguay,2010,0,Grain & Meslin
Uruguay,2011,0,Grain & Meslin
Uruguay,2012,0,Grain & Meslin
Uruguay,2013,0.1305,Grain & Meslin
Uruguay,2014,1.976,Grain & Meslin
Uruguay,2015,1.4721,Grain & Meslin
Uruguay,2016,2.6658,Grain & Meslin
Uruguay,2017,0,Grain & Meslin
India,2010,0,Grain & Meslin
India,2011,0.482,Grain & Meslin
India,2012,34.2552,Grain & Meslin
India,2013,121.5323,Grain & Meslin
India,2014,110.1795,Grain & Meslin
India,2015,0.7395,Grain & Meslin
India,2016,0,Grain & Meslin
India,2017,0,Grain & Meslin
Singapore ,2010,0,Grain & Meslin
Singapore ,2011,0,Grain & Meslin
Singapore ,2012,0.5135,Grain & Meslin
Singapore ,2013,10.5061,Grain & Meslin
Singapore ,2014,0.4523,Grain & Meslin
Singapore ,2015,0.4018,Grain & Meslin
Singapore ,2016,0,Grain & Meslin
Singapore ,2017,0.2904,Grain & Meslin
Others,2010,8.651,Grain & Meslin
Others,2011,46.5904,Grain & Meslin
Others,2012,12.3471,Grain & Meslin
Others,2013,19.6314,Grain & Meslin
Others,2014,13.3451,Grain & Meslin
Others,2015,0.8862,Grain & Meslin
Others,2016,343.8688,Grain & Meslin
Others,2017,44.9792,Grain & Meslin
Japan,2000,479.1,Industrial Machine
Japan,2001,384.9,Industrial Machine
Japan,2002,349.5,Industrial Machine
Japan,2003,307.6,Industrial Machine
Japan,2004,591.3,Industrial Machine
Japan,2005,684.9,Industrial Machine
Japan,2006,464.1,Industrial Machine
Japan,2007,709.3,Industrial Machine
Japan,2008,1257.1,Industrial Machine
Japan,2009,826.9,Industrial Machine
Japan,2010,1662.2,Industrial Machine
Japan,2011,2071.8,Industrial Machine
Japan,2012,3165.5,Industrial Machine
Japan,2013,2396.1,Industrial Machine
Japan,2014,2324.2,Industrial Machine
Japan,2015,1524.3,Industrial Machine
Japan,2016,685.5,Industrial Machine
Japan,2017,1655.9,Industrial Machine
"Korea, Rep of",2000,67.3,Industrial Machine
"Korea, Rep of",2001,63.6,Industrial Machine
"Korea, Rep of",2002,73.1,Industrial Machine
"Korea, Rep of",2003,56.7,Industrial Machine
"Korea, Rep of",2004,84.9,Industrial Machine
"Korea, Rep of",2005,68.3,Industrial Machine
"Korea, Rep of",2006,70.2,Industrial Machine
"Korea, Rep of",2007,69.5,Industrial Machine
"Korea, Rep of",2008,173.9,Industrial Machine
"Korea, Rep of",2009,123.9,Industrial Machine
"Korea, Rep of",2010,255.8,Industrial Machine
"Korea, Rep of",2011,498.2,Industrial Machine
"Korea, Rep of",2012,637.9,Industrial Machine
"Korea, Rep of",2013,531,Industrial Machine
"Korea, Rep of",2014,419.5,Industrial Machine
"Korea, Rep of",2015,378.3,Industrial Machine
"Korea, Rep of",2016,95.6,Industrial Machine
"Korea, Rep of",2017,535.2,Industrial Machine
Thailand,2000,0,Industrial Machine
Thailand,2001,0,Industrial Machine
Thailand,2002,0,Industrial Machine
Thailand,2003,0,Industrial Machine
Thailand,2004,0,Industrial Machine
Thailand,2005,0,Industrial Machine
Thailand,2006,0,Industrial Machine
Thailand,2007,144.3,Industrial Machine
Thailand,2008,219.3,Industrial Machine
Thailand,2009,114.4,Industrial Machine
Thailand,2010,291.1,Industrial Machine
Thailand,2011,550.9,Industrial Machine
Thailand,2012,644.8,Industrial Machine
Thailand,2013,532.4,Industrial Machine
Thailand,2014,469.3,Industrial Machine
Thailand,2015,283,Industrial Machine
Thailand,2016,153.2,Industrial Machine
Thailand,2017,508.1,Industrial Machine
Taiwan,2000,147.6,Industrial Machine
Taiwan,2001,121.5,Industrial Machine
Taiwan,2002,111.3,Industrial Machine
Taiwan,2003,89,Industrial Machine
Taiwan,2004,113.3,Industrial Machine
Taiwan,2005,135.4,Industrial Machine
Taiwan,2006,119.4,Industrial Machine
Taiwan,2007,169,Industrial Machine
Taiwan,2008,250.7,Industrial Machine
Taiwan,2009,146.8,Industrial Machine
Taiwan,2010,288.7,Industrial Machine
Taiwan,2011,324.3,Industrial Machine
Taiwan,2012,549.1,Industrial Machine
Taiwan,2013,513.6,Industrial Machine
Taiwan,2014,509.5,Industrial Machine
Taiwan,2015,427.6,Industrial Machine
Taiwan,2016,88.2,Industrial Machine
Taiwan,2017,522.2,Industrial Machine
China,2000,56.3,Industrial Machine
China,2001,59.3,Industrial Machine
China,2002,80.3,Industrial Machine
China,2003,78.9,Industrial Machine
China,2004,159.9,Industrial Machine
China,2005,204.9,Industrial Machine
China,2006,233.7,Industrial Machine
China,2007,408.8,Industrial Machine
China,2008,796.7,Industrial Machine
China,2009,717,Industrial Machine
China,2010,1065.9,Industrial Machine
China,2011,1577.4,Industrial Machine
China,2012,4173.8,Industrial Machine
China,2013,3964.4,Industrial Machine
China,2014,3688.6,Industrial Machine
China,2015,3546.9,Industrial Machine
China,2016,913.6,Industrial Machine
China,2017,4444.5,Industrial Machine
Singapore,2000,100,Industrial Machine
Singapore,2001,91.7,Industrial Machine
Singapore,2002,82.4,Industrial Machine
Singapore,2003,56.9,Industrial Machine
Singapore,2004,86.4,Industrial Machine
Singapore,2005,168.5,Industrial Machine
Singapore,2006,181,Industrial Machine
Singapore,2007,203.9,Industrial Machine
Singapore,2008,598.1,Industrial Machine
Singapore,2009,429.1,Industrial Machine
Singapore,2010,466.1,Industrial Machine
Singapore,2011,508.2,Industrial Machine
Singapore,2012,52.6,Industrial Machine
Singapore,2013,877.4,Industrial Machine
Singapore,2014,940.6,Industrial Machine
Singapore,2015,733.3,Industrial Machine
Singapore,2016,304.9,Industrial Machine
Singapore,2017,779.5,Industrial Machine
Malaysia,2000,43.1,Industrial Machine
Malaysia,2001,33.3,Industrial Machine
Malaysia,2002,46.7,Industrial Machine
Malaysia,2003,35.1,Industrial Machine
Malaysia,2004,41.8,Industrial Machine
Malaysia,2005,62.9,Industrial Machine
Malaysia,2006,89.5,Industrial Machine
Malaysia,2007,105.7,Industrial Machine
Malaysia,2008,149.9,Industrial Machine
Malaysia,2009,135.4,Industrial Machine
Malaysia,2010,189.5,Industrial Machine
Malaysia,2011,259.8,Industrial Machine
Malaysia,2012,536.7,Industrial Machine
Malaysia,2013,565,Industrial Machine
Malaysia,2014,521.5,Industrial Machine
Malaysia,2015,522.2,Industrial Machine
Malaysia,2016,253.9,Industrial Machine
Malaysia,2017,445.4,Industrial Machine
United States,2000,270.3,Industrial Machine
United States,2001,216.2,Industrial Machine
United States,2002,179.1,Industrial Machine
United States,2003,136.1,Industrial Machine
United States,2004,198.7,Industrial Machine
United States,2005,312.4,Industrial Machine
United States,2006,253.2,Industrial Machine
United States,2007,305.2,Industrial Machine
United States,2008,474.1,Industrial Machine
United States,2009,330.2,Industrial Machine
United States,2010,378.7,Industrial Machine
United States,2011,565.9,Industrial Machine
United States,2012,738.1,Industrial Machine
United States,2013,563.7,Industrial Machine
United States,2014,507.4,Industrial Machine
United States,2015,495,Industrial Machine
United States,2016,184.2,Industrial Machine
United States,2017,377,Industrial Machine
Germany,2000,169.4,Industrial Machine
Germany,2001,210.2,Industrial Machine
Germany,2002,165.6,Industrial Machine
Germany,2003,177.1,Industrial Machine
Germany,2004,256,Industrial Machine
Germany,2005,292,Industrial Machine
Germany,2006,238.2,Industrial Machine
Germany,2007,258.2,Industrial Machine
Germany,2008,400.2,Industrial Machine
Germany,2009,301,Industrial Machine
Germany,2010,546,Industrial Machine
Germany,2011,640.4,Industrial Machine
Germany,2012,827.6,Industrial Machine
Germany,2013,760.2,Industrial Machine
Germany,2014,933.4,Industrial Machine
Germany,2015,736.8,Industrial Machine
Germany,2016,104.4,Industrial Machine
Germany,2017,533.4,Industrial Machine
Italy,2000,101.1,Industrial Machine
Italy,2001,134.6,Industrial Machine
Italy,2002,109,Industrial Machine
Italy,2003,94.3,Industrial Machine
Italy,2004,105.3,Industrial Machine
Italy,2005,149.3,Industrial Machine
Italy,2006,134.3,Industrial Machine
Italy,2007,165,Industrial Machine
Italy,2008,213.9,Industrial Machine
Italy,2009,113.7,Industrial Machine
Italy,2010,219.8,Industrial Machine
Italy,2011,252.6,Industrial Machine
Italy,2012,393.1,Industrial Machine
Italy,2013,481.2,Industrial Machine
Italy,2014,419.5,Industrial Machine
Italy,2015,325.2,Industrial Machine
Italy,2016,84.5,Industrial Machine
Italy,2017,344.5,Industrial Machine
Australia ,2000,47.9,Industrial Machine
Australia ,2001,73.6,Industrial Machine
Australia ,2002,51.7,Industrial Machine
Australia ,2003,54.6,Industrial Machine
Australia ,2004,58.3,Industrial Machine
Australia ,2005,109,Industrial Machine
Australia ,2006,124.3,Industrial Machine
Australia ,2007,0,Industrial Machine
Australia ,2008,0,Industrial Machine
Australia ,2009,0,Industrial Machine
Australia ,2010,0,Industrial Machine
Australia ,2011,0,Industrial Machine
Australia ,2012,0,Industrial Machine
Australia ,2013,0,Industrial Machine
Australia ,2014,0,Industrial Machine
Australia ,2015,0,Industrial Machine
Australia ,2016,0,Industrial Machine
Australia ,2017,0,Industrial Machine
Others,2000,298.7,Industrial Machine
Others,2001,275.6,Industrial Machine
Others,2002,241.6,Industrial Machine
Others,2003,208,Industrial Machine
Others,2004,336.2,Industrial Machine
Others,2005,455.9,Industrial Machine
Others,2006,542.3,Industrial Machine
Others,2007,586.3,Industrial Machine
Others,2008,903.1,Industrial Machine
Others,2009,762.1,Industrial Machine
Others,2010,946,Industrial Machine
Others,2011,1492.6,Industrial Machine
Others,2012,2879.5,Industrial Machine
Others,2013,1769.7,Industrial Machine
Others,2014,1558.62,Industrial Machine
Others,2015,1308.9,Industrial Machine
Others,2016,592.2,Industrial Machine
Others,2017,1426.5,Industrial Machine
China,2000,7.9,Iron Pipe & Steel
China,2001,19.2,Iron Pipe & Steel
China,2002,30.6,Iron Pipe & Steel
China,2003,25.1,Iron Pipe & Steel
China,2004,31,Iron Pipe & Steel
China,2005,131.2,Iron Pipe & Steel
China,2006,142,Iron Pipe & Steel
China,2007,194.4,Iron Pipe & Steel
China,2008,331.2,Iron Pipe & Steel
China,2009,331.5,Iron Pipe & Steel
China,2010,375.8,Iron Pipe & Steel
China,2011,405,Iron Pipe & Steel
China,2012,600.9,Iron Pipe & Steel
China,2013,499,Iron Pipe & Steel
China,2014,436.5,Iron Pipe & Steel
China,2015,250.2,Iron Pipe & Steel
China,2016,143.9,Iron Pipe & Steel
China,2017,190.9,Iron Pipe & Steel
Japan,2000,89.6,Iron Pipe & Steel
Japan,2001,91.5,Iron Pipe & Steel
Japan,2002,82.7,Iron Pipe & Steel
Japan,2003,45.3,Iron Pipe & Steel
Japan,2004,77.6,Iron Pipe & Steel
Japan,2005,194.8,Iron Pipe & Steel
Japan,2006,132.1,Iron Pipe & Steel
Japan,2007,97.4,Iron Pipe & Steel
Japan,2008,366.6,Iron Pipe & Steel
Japan,2009,269.8,Iron Pipe & Steel
Japan,2010,426.9,Iron Pipe & Steel
Japan,2011,347.7,Iron Pipe & Steel
Japan,2012,742.1,Iron Pipe & Steel
Japan,2013,372.3,Iron Pipe & Steel
Japan,2014,309.5,Iron Pipe & Steel
Japan,2015,161.3,Iron Pipe & Steel
Japan,2016,88.9,Iron Pipe & Steel
Japan,2017,255.4,Iron Pipe & Steel
Singapore,2000,163.4,Iron Pipe & Steel
Singapore,2001,41.7,Iron Pipe & Steel
Singapore,2002,47.1,Iron Pipe & Steel
Singapore,2003,29.5,Iron Pipe & Steel
Singapore,2004,47.7,Iron Pipe & Steel
Singapore,2005,76.7,Iron Pipe & Steel
Singapore,2006,56.9,Iron Pipe & Steel
Singapore,2007,61.6,Iron Pipe & Steel
Singapore,2008,345.6,Iron Pipe & Steel
Singapore,2009,301.9,Iron Pipe & Steel
Singapore,2010,268.1,Iron Pipe & Steel
Singapore,2011,193.8,Iron Pipe & Steel
Singapore,2012,251.9,Iron Pipe & Steel
Singapore,2013,218.9,Iron Pipe & Steel
Singapore,2014,229.2,Iron Pipe & Steel
Singapore,2015,90.5,Iron Pipe & Steel
Singapore,2016,70,Iron Pipe & Steel
Singapore,2017,58.7,Iron Pipe & Steel
United States,2000,28,Iron Pipe & Steel
United States,2001,41.8,Iron Pipe & Steel
United States,2002,34.2,Iron Pipe & Steel
United States,2003,35,Iron Pipe & Steel
United States,2004,36.3,Iron Pipe & Steel
United States,2005,52.2,Iron Pipe & Steel
United States,2006,30.6,Iron Pipe & Steel
United States,2007,50.9,Iron Pipe & Steel
United States,2008,73.2,Iron Pipe & Steel
United States,2009,35.8,Iron Pipe & Steel
United States,2010,43.9,Iron Pipe & Steel
United States,2011,50.1,Iron Pipe & Steel
United States,2012,69.6,Iron Pipe & Steel
United States,2013,67.1,Iron Pipe & Steel
United States,2014,44.9,Iron Pipe & Steel
United States,2015,8.5,Iron Pipe & Steel
United States,2016,30.7,Iron Pipe & Steel
United States,2017,18.8,Iron Pipe & Steel
"Korea, Rep of",2000,21.7,Iron Pipe & Steel
"Korea, Rep of",2001,19.6,Iron Pipe & Steel
"Korea, Rep of",2002,14.5,Iron Pipe & Steel
"Korea, Rep of",2003,24.8,Iron Pipe & Steel
"Korea, Rep of",2004,20.5,Iron Pipe & Steel
"Korea, Rep of",2005,43,Iron Pipe & Steel
"Korea, Rep of",2006,33.9,Iron Pipe & Steel
"Korea, Rep of",2007,45.9,Iron Pipe & Steel
"Korea, Rep of",2008,97.4,Iron Pipe & Steel
"Korea, Rep of",2009,136.7,Iron Pipe & Steel
"Korea, Rep of",2010,88.2,Iron Pipe & Steel
"Korea, Rep of",2011,93,Iron Pipe & Steel
"Korea, Rep of",2012,164.1,Iron Pipe & Steel
"Korea, Rep of",2013,154.3,Iron Pipe & Steel
"Korea, Rep of",2014,143.6,Iron Pipe & Steel
"Korea, Rep of",2015,28.6,Iron Pipe & Steel
"Korea, Rep of",2016,27.9,Iron Pipe & Steel
"Korea, Rep of",2017,52,Iron Pipe & Steel
Thailand,2000,1.9,Iron Pipe & Steel
Thailand,2001,4.2,Iron Pipe & Steel
Thailand,2002,7.8,Iron Pipe & Steel
Thailand,2003,11.1,Iron Pipe & Steel
Thailand,2004,19.6,Iron Pipe & Steel
Thailand,2005,30.4,Iron Pipe & Steel
Thailand,2006,22.5,Iron Pipe & Steel
Thailand,2007,19.6,Iron Pipe & Steel
Thailand,2008,28.3,Iron Pipe & Steel
Thailand,2009,22.9,Iron Pipe & Steel
Thailand,2010,35.2,Iron Pipe & Steel
Thailand,2011,35.1,Iron Pipe & Steel
Thailand,2012,30.2,Iron Pipe & Steel
Thailand,2013,61.2,Iron Pipe & Steel
Thailand,2014,39.2,Iron Pipe & Steel
Thailand,2015,44.5,Iron Pipe & Steel
Thailand,2016,20.4,Iron Pipe & Steel
Thailand,2017,23.5,Iron Pipe & Steel
Germany,2000,4.5,Iron Pipe & Steel
Germany,2001,7.5,Iron Pipe & Steel
Germany,2002,5.2,Iron Pipe & Steel
Germany,2003,5.6,Iron Pipe & Steel
Germany,2004,11.9,Iron Pipe & Steel
Germany,2005,16.8,Iron Pipe & Steel
Germany,2006,18.9,Iron Pipe & Steel
Germany,2007,22.2,Iron Pipe & Steel
Germany,2008,34.8,Iron Pipe & Steel
Germany,2009,33.9,Iron Pipe & Steel
Germany,2010,105.8,Iron Pipe & Steel
Germany,2011,42.2,Iron Pipe & Steel
Germany,2012,45,Iron Pipe & Steel
Germany,2013,484.9,Iron Pipe & Steel
Germany,2014,86.8,Iron Pipe & Steel
Germany,2015,17.9,Iron Pipe & Steel
Germany,2016,16.5,Iron Pipe & Steel
Germany,2017,59.9,Iron Pipe & Steel
Italy,2007,26.3,Iron Pipe & Steel
Italy,2008,34.8,Iron Pipe & Steel
Italy,2009,26.3,Iron Pipe & Steel
Italy,2010,52.7,Iron Pipe & Steel
Italy,2011,79.5,Iron Pipe & Steel
Italy,2012,90.1,Iron Pipe & Steel
Italy,2013,79.6,Iron Pipe & Steel
Italy,2014,86.3,Iron Pipe & Steel
Italy,2015,38.8,Iron Pipe & Steel
Italy,2016,16.3,Iron Pipe & Steel
Italy,2017,23.5,Iron Pipe & Steel
India,2000,1.3,Iron Pipe & Steel
India,2001,2.7,Iron Pipe & Steel
India,2002,5.9,Iron Pipe & Steel
India,2003,6.5,Iron Pipe & Steel
India,2004,2.1,Iron Pipe & Steel
India,2005,21.7,Iron Pipe & Steel
India,2006,50.8,Iron Pipe & Steel
India,2007,4.2,Iron Pipe & Steel
India,2008,10.9,Iron Pipe & Steel
India,2009,15.3,Iron Pipe & Steel
India,2010,8.9,Iron Pipe & Steel
India,2011,91.7,Iron Pipe & Steel
India,2012,137,Iron Pipe & Steel
India,2013,12,Iron Pipe & Steel
India,2014,10.2,Iron Pipe & Steel
India,2015,36.2,Iron Pipe & Steel
India,2016,3.4,Iron Pipe & Steel
India,2017,8.5,Iron Pipe & Steel
France,2000,11.3,Iron Pipe & Steel
France,2001,13.7,Iron Pipe & Steel
France,2002,29.3,Iron Pipe & Steel
France,2003,26.3,Iron Pipe & Steel
France,2004,31.8,Iron Pipe & Steel
France,2005,77.7,Iron Pipe & Steel
France,2006,48.8,Iron Pipe & Steel
France,2007,19.9,Iron Pipe & Steel
France,2008,35,Iron Pipe & Steel
France,2009,25.7,Iron Pipe & Steel
France,2010,54.2,Iron Pipe & Steel
France,2011,92.8,Iron Pipe & Steel
France,2012,56.4,Iron Pipe & Steel
France,2013,93,Iron Pipe & Steel
France,2014,19.1,Iron Pipe & Steel
France,2015,15.6,Iron Pipe & Steel
France,2016,2.4,Iron Pipe & Steel
France,2017,2.8,Iron Pipe & Steel
Taiwan ,2000,7.8,Iron Pipe & Steel
Taiwan ,2001,6.5,Iron Pipe & Steel
Taiwan ,2002,9.6,Iron Pipe & Steel
Taiwan ,2003,8.4,Iron Pipe & Steel
Taiwan ,2004,13.1,Iron Pipe & Steel
Taiwan ,2005,16.6,Iron Pipe & Steel
Taiwan ,2006,13.2,Iron Pipe & Steel
Others,2000,33.6,Iron Pipe & Steel
Others,2001,56.6,Iron Pipe & Steel
Others,2002,64.1,Iron Pipe & Steel
Others,2003,40.1,Iron Pipe & Steel
Others,2004,41,Iron Pipe & Steel
Others,2005,104.2,Iron Pipe & Steel
Others,2006,114.2,Iron Pipe & Steel
Others,2007,63.5,Iron Pipe & Steel
Others,2008,204.1,Iron Pipe & Steel
Others,2009,133,Iron Pipe & Steel
Others,2010,134.8,Iron Pipe & Steel
Others,2011,200.1,Iron Pipe & Steel
Others,2012,367.2,Iron Pipe & Steel
Others,2013,260.3,Iron Pipe & Steel
Others,2014,384.6,Iron Pipe & Steel
Others,2015,134.9,Iron Pipe & Steel
Others,2016,117,Iron Pipe & Steel
Others,2017,121.6,Iron Pipe & Steel
Australia,2010,215.1821,Meat
Australia,2011,195.5068,Meat
Australia,2012,113.7573,Meat
Australia,2013,177.9871,Meat
Australia,2014,319.6343,Meat
Australia,2015,183.9209,Meat
Australia,2016,312.1311,Meat
Australia,2017,296.2917,Meat
New Zealand,2010,149.2092,Meat
New Zealand,2011,99.562,Meat
New Zealand,2012,35.5965,Meat
New Zealand,2013,44.9899,Meat
New Zealand,2014,85.9352,Meat
New Zealand,2015,45.9395,Meat
New Zealand,2016,65.4878,Meat
